course_id,module_id,module_title,primary_track,tool_id,tool_title,tool_route,tool_type,relationship_type,use_context,practical_exercise_instruction,example_instruction,rationale,related_play_ids,related_play_titles
ANL 320,anl-320-synthetic-data-for-public-health-ai,Synthetic Data for Public Health AI,Analytics and Modeling Track,9,Data Quality Assessment Checklist,#/toolkit/9,Checklist,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11.",2; 11,Readiness Assessment; Build and Deploy AI Solutions
ANL 320,anl-320-synthetic-data-for-public-health-ai,Synthetic Data for Public Health AI,Analytics and Modeling Track,10,Tiered Data Classification for AI Use,#/toolkit/10,Worksheet,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11.",2; 3; 11,Readiness Assessment; Establish AI Governance; Build and Deploy AI Solutions
ANL 330,anl-330-equity-evaluation-for-ai-models,Equity Evaluation for AI Models,Analytics and Modeling Track,44,Performance Monitoring Dashboard,#/toolkit/44,Dashboard,practical_exercise,"Use Performance Monitoring Dashboard to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Performance Monitoring Dashboard is relevant because the module addresses monitoring concepts or artifacts connected to Play 12, Play 13.",12; 13,Execute Governance and Oversight; Monitor and Evaluate AI Systems
ANL 330,anl-330-equity-evaluation-for-ai-models,Equity Evaluation for AI Models,Analytics and Modeling Track,45,Continuous Improvement Log,#/toolkit/45,Log,illustrative_example,"Use Continuous Improvement Log to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Continuous Improvement Log is relevant because the module addresses improvement concepts or artifacts connected to Play 12, Play 13.",12; 13,Execute Governance and Oversight; Monitor and Evaluate AI Systems
ANL 330,anl-330-equity-evaluation-for-ai-models,Equity Evaluation for AI Models,Analytics and Modeling Track,48,AI Evaluation & Outcomes Reporting,#/toolkit/48,Template,practical_exercise,"Use AI Evaluation & Outcomes Reporting to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,AI Evaluation & Outcomes Reporting is relevant because the module addresses evaluation concepts or artifacts connected to Play 13.,13,Monitor and Evaluate AI Systems
ANL 330,anl-330-equity-evaluation-for-ai-models,Equity Evaluation for AI Models,Analytics and Modeling Track,3,Equity Impact Assessment Checklist,#/toolkit/3,Checklist,practical_exercise,"Use Equity Impact Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Equity Impact Assessment Checklist is relevant because the module addresses equity concepts or artifacts connected to Play 1, Play 2, Play 3, Play 7, Play 11.",1; 2; 3; 7; 11,Vision & Guardrails; Readiness Assessment; Establish AI Governance; Prioritize Use Cases; Build and Deploy AI Solutions
ANL 330,anl-330-equity-evaluation-for-ai-models,Equity Evaluation for AI Models,Analytics and Modeling Track,32,Vendor Evaluation Checklist,#/toolkit/32,Checklist,practical_exercise,"Use Vendor Evaluation Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Vendor Evaluation Checklist is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11.",8; 11,Develop a Funding Strategy; Build and Deploy AI Solutions
ANL 330,anl-330-equity-evaluation-for-ai-models,Equity Evaluation for AI Models,Analytics and Modeling Track,34,STLT AI Procurement and Vendor Addendum,#/toolkit/34,Checklist,practical_exercise,"Use STLT AI Procurement and Vendor Addendum to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"STLT AI Procurement and Vendor Addendum is relevant because the module addresses procurement concepts or artifacts connected to Play 8, Play 11.",8; 11,Develop a Funding Strategy; Build and Deploy AI Solutions
ANL 340,anl-340-causal-inference-and-ai-in-public-health-decision-making,Causal Inference and AI in Public Health Decision-Making,Analytics and Modeling Track,3,Equity Impact Assessment Checklist,#/toolkit/3,Checklist,practical_exercise,"Use Equity Impact Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Use this tool to complete or strengthen the practical exercise for the module using fictional, de-identified, or generalized information.",Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Equity Impact Assessment Checklist is relevant because the module addresses equity concepts or artifacts connected to Play 1, Play 2, Play 3, Play 7, Play 11.",1; 2; 3; 7; 11,Vision & Guardrails; Readiness Assessment; Establish AI Governance; Prioritize Use Cases; Build and Deploy AI Solutions
ANL 340,anl-340-causal-inference-and-ai-in-public-health-decision-making,Causal Inference and AI in Public Health Decision-Making,Analytics and Modeling Track,4,AI Policy Landscape Scan,#/toolkit/4,Worksheet,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3.",1; 2; 3,Vision & Guardrails; Readiness Assessment; Establish AI Governance
ANL 340,anl-340-causal-inference-and-ai-in-public-health-decision-making,Causal Inference and AI in Public Health Decision-Making,Analytics and Modeling Track,5,AI Environmental and Resource Impact Review,#/toolkit/5,Checklist,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8.",1; 7; 8,Vision & Guardrails; Prioritize Use Cases; Develop a Funding Strategy
ANL 340,anl-340-causal-inference-and-ai-in-public-health-decision-making,Causal Inference and AI in Public Health Decision-Making,Analytics and Modeling Track,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,Checklist,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",,Review this tool as an example of how the lesson concept appears in the AI Playbook toolkit.,"Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13.",1; 7; 11; 12; 13,Vision & Guardrails; Prioritize Use Cases; Build and Deploy AI Solutions; Execute Governance and Oversight; Monitor and Evaluate AI Systems
