course_id,module_id,module_title,primary_track,primary_play_id,primary_play_title,secondary_play_ids,tool_id,tool_title,tool_route,relationship_type,use_context,rationale
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,1,AI Vision & Principles Workshop,#/toolkit/1,supporting_reference,"Use AI Vision & Principles Workshop to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.",AI Vision & Principles Workshop is relevant because the module addresses vision concepts or artifacts connected to Play 1.
INT 100,understanding-ai,Introduction to AI for Public Health,shared-foundational,1,Vision & Guardrails,3; 11,2,Responsible AI Policy Template,#/toolkit/2,supporting_reference,"Use Responsible AI Policy Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Responsible AI Policy Template is relevant because the module addresses governance concepts or artifacts connected to Play 1, Play 3."
ANL 340,anl-340-causal-inference-and-ai-in-public-health-decision-making,Causal Inference and AI in Public Health Decision-Making,Analytics and Modeling Track,11,Build and Deploy AI Solutions,7; 1; 2,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
ANL 350,anl-350-communicating-model-results-and-uncertainty,Communicating Model Results and Uncertainty,Analytics and Modeling Track,11,Build and Deploy AI Solutions,1; 7; 2,3,Equity Impact Assessment Checklist,#/toolkit/3,practical_exercise,"Use Equity Impact Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Equity Impact Assessment Checklist is relevant because the module addresses equity concepts or artifacts connected to Play 1, Play 2, Play 3, Play 7, Play 11."
ANL 350,anl-350-communicating-model-results-and-uncertainty,Communicating Model Results and Uncertainty,Analytics and Modeling Track,11,Build and Deploy AI Solutions,1; 7; 2,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
ANL 350,anl-350-communicating-model-results-and-uncertainty,Communicating Model Results and Uncertainty,Analytics and Modeling Track,11,Build and Deploy AI Solutions,1; 7; 2,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
ANL 350,anl-350-communicating-model-results-and-uncertainty,Communicating Model Results and Uncertainty,Analytics and Modeling Track,11,Build and Deploy AI Solutions,1; 7; 2,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
ANL 350,anl-350-communicating-model-results-and-uncertainty,Communicating Model Results and Uncertainty,Analytics and Modeling Track,11,Build and Deploy AI Solutions,1; 7; 2,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
ANL 350,anl-350-communicating-model-results-and-uncertainty,Communicating Model Results and Uncertainty,Analytics and Modeling Track,11,Build and Deploy AI Solutions,1; 7; 2,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
ARC 200,arc-200-public-health-data-modernization-and-ai-architecture,Public Health Data Modernization and AI Architecture,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 7,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
ARC 200,arc-200-public-health-data-modernization-and-ai-architecture,Public Health Data Modernization and AI Architecture,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 7,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
ARC 200,arc-200-public-health-data-modernization-and-ai-architecture,Public Health Data Modernization and AI Architecture,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 7,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
ARC 200,arc-200-public-health-data-modernization-and-ai-architecture,Public Health Data Modernization and AI Architecture,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 7,8,AI Project Charter,#/toolkit/8,illustrative_example,"Use AI Project Charter to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Project Charter is relevant because the module addresses project management concepts or artifacts connected to Play 2, Play 7, Play 11."
ARC 200,arc-200-public-health-data-modernization-and-ai-architecture,Public Health Data Modernization and AI Architecture,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 7,9,Data Quality Assessment Checklist,#/toolkit/9,practical_exercise,"Use Data Quality Assessment Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Data Quality Assessment Checklist is relevant because the module addresses data concepts or artifacts connected to Play 2, Play 11."
ARC 200,arc-200-public-health-data-modernization-and-ai-architecture,Public Health Data Modernization and AI Architecture,Technical Architecture Track,11,Build and Deploy AI Solutions,2; 3; 7,10,Tiered Data Classification for AI Use,#/toolkit/10,practical_exercise,"Use Tiered Data Classification for AI Use to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Tiered Data Classification for AI Use is relevant because the module addresses data governance concepts or artifacts connected to Play 2, Play 3, Play 11."
ARC 210,arc-210-data-pipelines-for-public-health-ai,Data Pipelines for Public Health AI,Technical Architecture Track,12,Execute Governance and Oversight,3; 13; 11,16,Incident Response Checklist,#/toolkit/16,illustrative_example,"Use Incident Response Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Incident Response Checklist is relevant because the module addresses security concepts or artifacts connected to Play 3, Play 11, Play 12."
ARC 210,arc-210-data-pipelines-for-public-health-ai,Data Pipelines for Public Health AI,Technical Architecture Track,12,Execute Governance and Oversight,3; 13; 11,17,Compliance Audit Checklist,#/toolkit/17,illustrative_example,"Use Compliance Audit Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Compliance Audit Checklist is relevant because the module addresses compliance concepts or artifacts connected to Play 3, Play 12."
ARC 210,arc-210-data-pipelines-for-public-health-ai,Data Pipelines for Public Health AI,Technical Architecture Track,12,Execute Governance and Oversight,3; 13; 11,18,Policy Update & Version Control Log,#/toolkit/18,practical_exercise,"Use Policy Update & Version Control Log to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Policy Update & Version Control Log is relevant because the module addresses governance concepts or artifacts connected to Play 3, Play 12."
ARC 210,arc-210-data-pipelines-for-public-health-ai,Data Pipelines for Public Health AI,Technical Architecture Track,12,Execute Governance and Oversight,3; 13; 11,19,Plain-Language AI Public Notice Template,#/toolkit/19,illustrative_example,"Use Plain-Language AI Public Notice Template to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Plain-Language AI Public Notice Template is relevant because the module addresses transparency concepts or artifacts connected to Play 3, Play 4, Play 10, Play 12."
ARC 210,arc-210-data-pipelines-for-public-health-ai,Data Pipelines for Public Health AI,Technical Architecture Track,12,Execute Governance and Oversight,3; 13; 11,44,Performance Monitoring Dashboard,#/toolkit/44,practical_exercise,"Use Performance Monitoring Dashboard to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Performance Monitoring Dashboard is relevant because the module addresses monitoring concepts or artifacts connected to Play 12, Play 13."
ARC 210,arc-210-data-pipelines-for-public-health-ai,Data Pipelines for Public Health AI,Technical Architecture Track,12,Execute Governance and Oversight,3; 13; 11,45,Continuous Improvement Log,#/toolkit/45,illustrative_example,"Use Continuous Improvement Log to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Continuous Improvement Log is relevant because the module addresses improvement concepts or artifacts connected to Play 12, Play 13."
ARC 220,arc-220-public-health-interoperability-hl7-v2-cda-fhir-and-apis,"Public Health Interoperability: HL7 v2, CDA, FHIR, and APIs",Technical Architecture Track,11,Build and Deploy AI Solutions,2; 7; 1,4,AI Policy Landscape Scan,#/toolkit/4,illustrative_example,"Use AI Policy Landscape Scan to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Policy Landscape Scan is relevant because the module addresses legal and policy concepts or artifacts connected to Play 1, Play 2, Play 3."
ARC 220,arc-220-public-health-interoperability-hl7-v2-cda-fhir-and-apis,"Public Health Interoperability: HL7 v2, CDA, FHIR, and APIs",Technical Architecture Track,11,Build and Deploy AI Solutions,2; 7; 1,5,AI Environmental and Resource Impact Review,#/toolkit/5,illustrative_example,"Use AI Environmental and Resource Impact Review to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","AI Environmental and Resource Impact Review is relevant because the module addresses sustainability concepts or artifacts connected to Play 1, Play 7, Play 8."
ARC 220,arc-220-public-health-interoperability-hl7-v2-cda-fhir-and-apis,"Public Health Interoperability: HL7 v2, CDA, FHIR, and APIs",Technical Architecture Track,11,Build and Deploy AI Solutions,2; 7; 1,6,Human-Centered AI Decision Rule Checklist,#/toolkit/6,illustrative_example,"Use Human-Centered AI Decision Rule Checklist to translate this lesson into a documented public health AI planning, governance, implementation, or monitoring artifact.","Human-Centered AI Decision Rule Checklist is relevant because the module addresses human oversight concepts or artifacts connected to Play 1, Play 7, Play 11, Play 12, Play 13."
